id_commande,date_commande,id_client,ville,categorie,nom_produit,prix_unitaire,quantite,remise,cout_livraison,methode_paiement,canal_marketing,cout_marketing,statut_commande
CMD104216,2025-07-19,C0101,Dakar,electronique,Produit_Beauté_29,16.56,1,0.01,4.3,Carte,Google Ads,4.75,Livrée
CMD104217,2025-08-28,C1300,Kinshassa,Mode,Produit_Mode_32,47.4,1,0.16,6.73,Paiement à la livraison,Google Ads,7.81,Livrée
CMD104218,2025-07-25,C0027,Dakar,Électronique,Produit_Électronique_37,394.74,3,0.04,9.72,Paiement à la livraison,Google Ads,6.78,Livrée
CMD104219,2025-07-16,C0091,Dakar,Mode,Produit_Mode_14,44.38,2,0.23,8.83,Carte,Influenceur,15.39,Livrée
CMD104220,2025-09-01,C0157,Douala,Mode,Produit_Mode_17,59.6,3,0.28,7.67,Paiement à la livraison,Instagram Ads,14.39,Livrée
CMD104221,2025-10-02,C0348,Kinshasa,Électronique,Produit_Électronique_38,612.35,3,0.18,2.83,Paiement à la livraison,Instagram Ads,10.26,Livrée
CMD104222,2025-07-14,C0235,Dakar,Mode,Produit_Mode_49,32.26,2,0.06,4.95,Carte,Instagram Ads,12.18,Livrée
CMD104223,2025-12-12,C1305,Cotonou,Mode,Produit_Mode_28,32.56,2,0.26,8.42,Paiement à la livraison,Instagram Ads,8.4,Livrée
CMD104224,2025-09-15,C0828,Abidjan,Maison,Produit_Maison_22,122.53,1,0.17,7.1,Paiement à la livraison,Instagram Ads,11.0,Livrée
CMD104225,2025-10-08,C1134,Lomé,Électronique,Produit_Électronique_46,274.96,3,0.05,3.25,Virement,Influenceur,14.24,Livrée
CMD104226,2025-12-03,C0321,Libreville,Électronique,Produit_Électronique_26,319.6,3,0.25,9.5,Paiement à la livraison,Instagram Ads,11.1,Livrée
CMD104227,2025-11-18,C0766,Lomé,Beauté,Produit_Beauté_50,27.54,1,0.25,2.27,Carte,Instagram Ads,10.01,Livrée
CMD104228,2025-08-17,C1527,Brazzaville,Beauté,Produit_Beauté_47,15.19,3,0.24,3.13,Paiement à la livraison,Instagram Ads,14.21,Livrée
CMD104229,2025-07-23,C0125,Douala,Mode,Produit_Mode_37,38.55,1,0.25,2.21,Carte,Email,0.9,Livrée
CMD104230,2025-08-17,C0308,Kinshassa,Maison,Produit_Maison_16,80.05,2,0.21,3.93,Paiement à la livraison,Instagram Ads,14.53,Livrée
CMD104231,2025-08-25,C0073,Abidjan,Électronique,Produit_Électronique_14,415.35,3,0.04,6.79,Paiement à la livraison,Email,1.42,Livrée
CMD104232,2025-12-22,C0289,Lomé,Électronique,Produit_Électronique_19,398.74,2,0.15,5.46,Paiement à la livraison,Instagram Ads,9.79,Livrée
CMD104233,2025-09-05,C0287,Cotonou,Maison,Produit_Maison_16,141.38,1,0.08,6.57,Virement,Google Ads,6.65,Livrée
CMD104234,2025-08-11,C1914,Dakar,Mode,Produit_Mode_25,39.96,1,0.07,3.14,Paiement à la livraison,Instagram Ads,9.9,Livrée
CMD104235,2025-12-06,C1336,Lomé,Maison,Produit_Maison_29,89.14,3,-0.1,8.22,Mobile Money,Instagram Ads,12.75,Livrée
CMD104236,2025-10-30,C1273,Lomé,Mode,Produit_Mode_15,-50.0,3,0.06,5.59,Mobile Money,Google Ads,7.7,Livrée
CMD104237,2025-11-14,C1334,Abidjan,Maison,Produit_Maison_16,95.66,1,0.25,5.2,Mobile Money,Instagram Ads,14.42,Livrée
CMD104238,2025-12-23,C0294,Kinshasa,electronique,Produit_Mode_5,40.01,3,0.07,7.82,Carte,Influenceur,16.09,Livrée
CMD104239,2025-10-17,C0466,Kinshassa,Électronique,Produit_Électronique_19,567.55,1,0.01,05.07,Virement,Email,0.83,Livrée
CMD104240,2025-08-05,C0152,Dakar,Électronique,Produit_Électronique_39,331.32,3,0.14,5.73,Carte,Instagram Ads,11.85,Livrée
CMD104241,2025-11-29,C0311,Abidjan,Beauté,Produit_Beauté_22,27.26,1,0.18,3.17,Paiement à la livraison,Instagram Ads,12.42,retournée
CMD104242,2025-09-21,C0672,Dakar,Électronique,Produit_Électronique_9,194.63,2,0.07,6.43,Virement,Influenceur,5.33,Livrée
CMD104243,2025-10-08,C0226,Douala,Électronique,Produit_Électronique_13,344.9,1,0.08,5.44,Carte,Email,1.81,Livrée
CMD104244,2025-11-19,C0254,Kinshasa,Maison,Produit_Maison_19,192.88,1,0.24,7.5,Paiement à la livraison,Instagram Ads,8.47,retournée
CMD104245,2025-09-01,C0079,Abidjan,Beauté,Produit_Beauté_41,23.31,3,0.03,3.57,Paiement à la livraison,Influenceur,4.73,Livrée
CMD104246,2025-08-08,C1009,Douala,Mode,Produit_Mode_5,38.64,1,0.11,2.35,Mobile Money,Influenceur,9.38,Livrée
CMD104247,2025-10-15,C1036,Douala,Électronique,Produit_Électronique_26,315.77,2,0.08,7.79,Paiement à la livraison,Email,0.85,retournée
CMD104248,2025-09-15,C0057,Abidjan,electronique,Produit_Beauté_1,20.41,1,0.0,9.26,Paiement à la livraison,Google Ads,5.31,Livrée
CMD104249,2025-08-23,C0026,Dakar,Mode,Produit_Mode_22,57.75,3,0.09,9.98,Carte,Email,1.18,Livrée
CMD104250,2025-12-05,C0319,Kinshasa,Maison,Produit_Maison_9,129.85,1,0.17,7.59,Virement,Instagram Ads,13.62,Livrée
CMD104251,2025-12-09,C0372,Douala,Beauté,Produit_Beauté_47,38.15,1,0.22,05.04,Virement,Instagram Ads,6.86,Livrée
CMD104252,2025-07-14,C0253,Kinshasa,Mode,Produit_Mode_31,39.25,2,0.27,7.16,Paiement à la livraison,Google Ads,04.07,Livrée
CMD104253,2025-10-02,C0219,Dakar,Électronique,Produit_Électronique_24,341.65,3,0.11,2.96,Mobile Money,Instagram Ads,8.84,Livrée
CMD104254,2025-11-23,C1724,Kinshassa,Électronique,Produit_Électronique_1,224.47,2,0.24,3.35,Mobile Money,Instagram Ads,13.53,Livrée
CMD104255,2025-07-11,C0207,Kinshasa,Électronique,Produit_Électronique_41,446.8,2,0.05,3.73,Virement,Email,1.9,Livrée
CMD104256,2025-10-12,C1629,Abidjan,Maison,Produit_Maison_47,92.77,2,0.21,8.29,Paiement à la livraison,Instagram Ads,9.61,Livrée
CMD104257,2025-07-19,C0229,Dakar,Beauté,Produit_Beauté_42,45.96,2,0.06,5.31,Paiement à la livraison,Email,1.64,Livrée
CMD104258,2025-11-28,C0267,Kinshasa,Électronique,Produit_Électronique_48,612.37,3,0.05,2.47,Paiement à la livraison,Google Ads,03.05,Livrée
CMD104259,2025-11-25,C1450,Cotonou,Maison,Produit_Maison_17,77.78,1,0.17,02.09,Carte,Instagram Ads,14.08,Livrée
CMD104260,2025-12-01,C1036,Abidjan,Mode,Produit_Mode_21,44.51,2,0.11,2.54,Virement,Google Ads,04.02,Livrée
CMD104261,2025-07-04,C1223,Kinshasa,Mode,Produit_Mode_10,51.49,1,0.13,8.39,Mobile Money,Instagram Ads,11.25,Livrée
CMD104262,2025-10-15,C0893,Cotonou,Beauté,Produit_Beauté_9,34.14,2,0.02,4.34,Mobile Money,Google Ads,5.66,Livrée
CMD104263,2025-08-26,C0526,Kinshasa,Électronique,Produit_Électronique_9,496.47,3,0.07,8.28,Carte,Email,1.36,Livrée
CMD104264,2025-07-26,C0280,Dakar,Électronique,Produit_Électronique_43,-50.0,3,0.18,2.19,Carte,Instagram Ads,7.56,Livrée
CMD104265,2025-07-27,C0147,Brazzaville,Mode,Produit_Mode_15,53.06,0,0.28,9.1,Virement,Instagram Ads,11.97,Livrée
CMD104266,2025-09-03,C0358,Kinshasa,Beauté,Produit_Beauté_28,19.79,3,0.28,6.77,Paiement à la livraison,Instagram Ads,14.81,Livrée
CMD104267,2025-12-26,C1793,Douala,Maison,Produit_Maison_32,73.46,1,0.01,4.75,Virement,Influenceur,13.19,Livrée
CMD104268,2025-09-15,C0326,Cotonou,Mode,Produit_Mode_46,62.08,3,0.07,6.83,Paiement à la livraison,Instagram Ads,8.31,Livrée
CMD104269,2025-10-27,C1425,Dakar,Beauté,Produit_Beauté_9,29.0,2,0.08,7.94,Mobile Money,Instagram Ads,7.25,Livrée
CMD104270,2025-08-22,C0329,Dakar,Mode,Produit_Mode_4,37.91,1,0.23,6.33,Paiement à la livraison,Instagram Ads,10.62,Livrée
CMD104271,2025-09-23,C1991,Abidjan,Électronique,Produit_Électronique_25,359.81,2,0.09,8.55,Carte,Instagram Ads,6.59,Livrée
CMD104272,2025-11-11,C0357,Dakar,Électronique,Produit_Électronique_45,229.86,2,0.02,7.45,Mobile Money,Email,0.73,retournée
CMD104273,2025-09-04,C0189,Lomé,Électronique,Produit_Électronique_48,-50.0,1,0.22,4.35,Paiement à la livraison,Instagram Ads,08.05,Livrée
CMD104274,2025-11-25,C0138,Abidjan,Électronique,Produit_Électronique_33,356.01,3,0.1,7.22,Virement,Instagram Ads,11.21,Livrée
CMD104275,2025-10-18,C1276,Douala,Beauté,Produit_Beauté_13,26.91,2,0.19,3.63,Paiement à la livraison,Instagram Ads,8.73,Livrée
CMD104276,2025-12-21,C0001,Kinshasa,Beauté,Produit_Beauté_10,24.85,1,0.19,5.93,Paiement à la livraison,Instagram Ads,10.16,Livrée
CMD104277,2025-08-21,C0061,Kinshasa,Beauté,Produit_Beauté_37,-50.0,1,0.09,4.81,Carte,Email,1.13,Livrée
CMD104278,2025-08-06,C0196,Kinshassa,electronique,Produit_Mode_7,45.29,1,0.12,6.33,Carte,Instagram Ads,8.66,Livrée
CMD104279,2025-10-16,C0163,Kinshasa,Maison,Produit_Maison_18,131.77,3,0.03,9.96,Paiement à la livraison,Email,1.52,Livrée
CMD104280,2025-09-23,C0267,Kinshasa,Beauté,Produit_Beauté_21,43.37,2,0.02,3.15,Virement,Influenceur,18.18,Livrée
CMD104281,2025-09-30,C0721,Lomé,electronique,Produit_Beauté_17,8.3,1,0.29,8.14,Mobile Money,Instagram Ads,11.81,Livrée
CMD104282,2025-10-29,C0002,Abidjan,electronique,Produit_Électronique_34,393.0,3,0.07,09.06,Paiement à la livraison,Google Ads,3.15,retournée
CMD104283,2025-10-23,C0212,Douala,Électronique,Produit_Électronique_44,309.36,1,0.04,09.09,Virement,Email,0.97,Livrée
CMD104284,2025-07-15,C0212,Lomé,Mode,Produit_Mode_21,36.79,3,0.14,4.53,Virement,Google Ads,6.68,Livrée
CMD104285,2025-07-28,C0131,Lomé,Électronique,Produit_Électronique_5,609.21,2,0.08,4.91,Virement,Influenceur,08.06,Livrée
CMD104286,2025-11-09,C0241,Douala,electronique,Produit_Maison_13,112.49,2,0.08,8.27,Mobile Money,Google Ads,5.54,retournée
CMD104287,2025-11-13,C0273,Lomé,Électronique,Produit_Électronique_33,615.81,3,0.23,4.68,Carte,Instagram Ads,11.82,Livrée
CMD104288,2025-08-29,C1680,Kinshasa,Électronique,Produit_Électronique_47,382.48,3,0.06,6.59,Carte,Influenceur,5.21,Livrée
CMD104289,2025-07-17,C0125,Kinshasa,Beauté,Produit_Beauté_40,34.75,1,0.03,5.69,Carte,Email,0.73,Livrée
CMD104290,2025-09-15,C0548,Lomé,Maison,Produit_Maison_33,125.5,3,0.06,2.18,Mobile Money,Email,0.8,Livrée
CMD104291,2025-12-12,C0088,Dakar,Mode,Produit_Mode_47,28.79,1,0.09,09.06,Virement,Email,1.48,retournée
CMD104292,2025-07-13,C0376,Dakar,Électronique,Produit_Électronique_39,238.8,3,-0.1,5.2,Carte,Influenceur,15.22,Livrée
CMD104293,2025-09-10,C0435,Cotonou,Beauté,Produit_Beauté_38,27.1,3,0.03,7.17,Carte,Google Ads,6.46,Livrée
CMD104294,2025-10-19,C1686,Abidjan,Électronique,Produit_Électronique_37,152.48,3,0.08,02.01,Paiement à la livraison,Influenceur,17.94,Livrée
CMD104295,2025-11-02,C0139,Cotonou,Maison,Produit_Maison_36,127.21,3,0.06,7.97,Mobile Money,Instagram Ads,06.03,Livrée
CMD104296,2025-09-07,C0185,Libreville,Beauté,Produit_Beauté_34,22.41,1,0.09,4.12,Virement,Google Ads,3.77,Livrée
CMD104297,2025-07-04,C0021,Kinshasa,Électronique,Produit_Électronique_49,-50.0,3,0.08,8.26,Virement,Influenceur,16.64,Livrée
CMD104298,2025-10-05,C1007,Abidjan,Beauté,Produit_Beauté_37,24.32,1,0.19,3.5,Carte,Instagram Ads,9.4,Livrée
CMD104299,2025-09-21,C0327,Kinshassa,Mode,Produit_Mode_44,41.25,1,0.18,06.07,Virement,Google Ads,03.05,Livrée
CMD104300,2025-07-05,C1197,Douala,Électronique,Produit_Électronique_9,365.14,0,0.04,2.29,Carte,Influenceur,7.8,Livrée
CMD104301,2025-12-16,C0002,Kinshasa,Beauté,Produit_Beauté_18,30.81,3,0.0,9.81,Virement,Influenceur,13.73,Livrée
CMD104302,2025-08-07,C1656,Douala,Mode,Produit_Mode_23,48.14,2,0.29,3.59,Carte,Email,0.79,Livrée
CMD104303,2025-11-13,C1562,Kinshassa,Mode,Produit_Mode_40,54.39,3,0.17,4.34,Virement,Instagram Ads,8.31,Livrée
CMD104304,2025-07-05,C0159,Dakar,electronique,Produit_Mode_7,36.95,2,0.16,4.19,Mobile Money,Google Ads,4.7,Livrée
CMD104305,2025-11-22,C1361,Douala,Électronique,Produit_Électronique_30,-50.0,1,0.08,7.65,Paiement à la livraison,Google Ads,7.54,Livrée
CMD104306,2025-10-01,C1957,Dakar,Électronique,Produit_Électronique_5,422.57,2,-0.1,3.43,Virement,Email,01.01,Livrée
CMD104307,2025-11-09,C1511,Dakar,Maison,Produit_Maison_13,105.23,1,0.07,02.06,Mobile Money,Email,1.4,Livrée
CMD104308,2025-07-01,C0386,Dakar,Beauté,Produit_Beauté_42,-50.0,1,0.23,7.0,Virement,Instagram Ads,11.57,Livrée
CMD104309,2025-11-11,C1426,Kinshasa,Mode,Produit_Mode_7,42.6,2,0.14,6.18,Virement,Instagram Ads,5.53,Livrée
CMD104310,2025-11-24,C0125,Abidjan,Maison,Produit_Maison_11,106.87,0,0.01,6.21,Mobile Money,Google Ads,5.67,Livrée
CMD104311,2025-10-18,C0329,Lomé,Beauté,Produit_Beauté_46,37.55,2,0.1,2.98,Paiement à la livraison,Influenceur,9.26,Livrée
CMD104312,2025-12-07,C0339,Douala,Électronique,Produit_Électronique_34,612.61,2,0.08,2.92,Virement,Google Ads,05.04,Livrée
CMD104313,2025-08-23,C0227,Kinshasa,electronique,Produit_Beauté_25,16.08,3,0.03,8.12,Carte,Google Ads,4.11,Livrée
CMD104314,2025-10-12,C0302,Dakar,Mode,Produit_Mode_24,44.27,3,0.1,5.22,Carte,Google Ads,05.06,Livrée
CMD104315,2025-07-24,C1084,Kinshassa,Maison,Produit_Maison_30,117.74,3,0.0,8.96,Carte,Influenceur,8.46,Livrée
CMD104316,2025-11-16,C0150,Cotonou,Maison,Produit_Maison_24,87.7,2,0.05,8.2,Paiement à la livraison,Email,1.38,Livrée
CMD104317,2025-09-26,C0212,Abidjan,Électronique,Produit_Électronique_27,557.71,2,0.08,7.64,Carte,Influenceur,10.01,Livrée
CMD104318,2025-08-09,C0235,Dakar,Mode,Produit_Mode_42,51.74,2,0.27,2.94,Mobile Money,Email,1.63,Livrée
CMD104319,2025-10-30,C0319,Douala,Électronique,Produit_Électronique_11,619.75,2,0.1,8.82,Mobile Money,Instagram Ads,9.7,Livrée
CMD104320,2025-08-28,C0293,Brazzaville,Mode,Produit_Mode_21,33.73,3,0.06,6.26,Paiement à la livraison,Google Ads,7.58,retournée
CMD104321,2025-09-08,C1463,Abidjan,Électronique,Produit_Électronique_4,199.53,3,0.05,9.85,Paiement à la livraison,Email,0.53,Livrée
CMD104322,2025-12-19,C0574,Douala,Maison,Produit_Maison_46,108.49,1,0.1,6.35,Virement,Google Ads,4.98,Livrée
CMD104323,2025-09-05,C0227,Cotonou,Beauté,Produit_Beauté_21,23.58,2,0.08,05.04,Virement,Influenceur,19.1,Livrée
CMD104324,2025-08-21,C0039,Abidjan,Beauté,Produit_Beauté_29,25.07,3,0.05,3.69,Carte,Google Ads,5.67,Livrée
CMD104325,2025-08-23,C0033,Kinshasa,Maison,Produit_Maison_21,150.59,2,0.01,4.69,Carte,Influenceur,6.54,Livrée
CMD104326,2025-11-04,C1142,Brazzaville,Maison,Produit_Maison_33,139.42,1,0.01,5.97,Virement,Google Ads,03.01,Livrée
CMD104327,2025-12-03,C1284,Abidjan,Mode,Produit_Mode_36,52.72,2,0.12,7.18,Paiement à la livraison,Email,0.81,Livrée
CMD104328,2025-08-23,C0281,Kinshasa,Électronique,Produit_Électronique_14,447.67,3,0.26,7.31,Paiement à la livraison,Instagram Ads,8.64,Livrée
CMD104329,2025-11-12,C0079,Dakar,Électronique,Produit_Électronique_26,466.28,3,0.22,6.48,Paiement à la livraison,Instagram Ads,13.07,Livrée
CMD104330,2025-07-21,C0303,Libreville,Électronique,Produit_Électronique_12,495.06,1,0.07,6.9,Carte,Google Ads,7.28,Livrée
CMD104331,2025-07-30,C1610,Dakar,Électronique,Produit_Électronique_41,410.88,0,0.03,5.88,Carte,Google Ads,7.47,Livrée
CMD104332,2025-09-24,C1120,Douala,Électronique,Produit_Électronique_37,535.88,1,0.07,6.91,Mobile Money,Influenceur,12.52,Livrée
CMD104333,2025-12-13,C1071,Kinshasa,electronique,Produit_Maison_33,98.17,2,0.04,3.36,Carte,Google Ads,4.34,Livrée
CMD104334,2025-08-04,C0054,Dakar,Maison,Produit_Maison_1,121.26,2,0.19,7.37,Paiement à la livraison,Instagram Ads,8.74,Livrée
CMD104335,2025-10-11,C0389,Libreville,Mode,Produit_Mode_8,37.05,3,0.15,3.3,Carte,Influenceur,11.84,Livrée
CMD104336,2025-07-13,C0067,Cotonou,Maison,Produit_Maison_38,122.43,1,0.15,08.02,Mobile Money,Instagram Ads,5.51,Livrée
CMD104337,2025-11-20,C0283,Kinshasa,Maison,Produit_Maison_15,105.69,1,0.01,4.26,Mobile Money,Google Ads,4.15,Livrée
CMD104338,2025-09-09,C1047,Kinshasa,Mode,Produit_Mode_43,49.78,2,0.09,3.94,Paiement à la livraison,Influenceur,16.91,Livrée
CMD104339,2025-09-16,C0930,Kinshasa,electronique,Produit_Électronique_46,300.39,3,0.01,6.97,Mobile Money,Google Ads,5.95,Livrée
CMD104340,2025-09-19,C0251,Kinshasa,Mode,Produit_Mode_34,32.98,2,0.11,8.53,Paiement à la livraison,Influenceur,4.58,Livrée
CMD104341,2025-08-27,C0391,Kinshasa,Électronique,Produit_Électronique_1,511.07,3,0.1,2.9,Paiement à la livraison,Google Ads,4.72,Livrée
CMD104342,2025-11-02,C0378,Kinshassa,Mode,Produit_Mode_43,20.34,1,0.25,2.99,Mobile Money,Influenceur,16.25,Annulée
CMD104343,2025-08-25,C0168,Douala,Mode,Produit_Mode_29,54.62,1,0.22,9.88,Virement,Email,0.82,retournée
CMD104344,2025-12-21,C0732,Douala,Électronique,Produit_Électronique_40,508.47,3,0.08,3.92,Paiement à la livraison,Google Ads,5.46,retournée
CMD104345,2025-12-02,C1513,Dakar,Maison,Produit_Maison_46,86.3,3,0.17,4.73,Virement,Instagram Ads,6.58,Livrée
CMD104346,2025-09-10,C0159,Kinshasa,Mode,Produit_Mode_7,36.03,2,0.08,9.21,Mobile Money,Email,01.02,Livrée
CMD104347,2025-07-20,C0157,Abidjan,Électronique,Produit_Électronique_42,231.54,2,0.09,9.39,Carte,Google Ads,4.14,Livrée
CMD104348,2025-12-27,C0078,Kinshasa,Beauté,Produit_Beauté_4,41.49,3,0.28,4.39,Virement,Instagram Ads,12.34,Livrée
CMD104349,2025-08-20,C0227,Douala,Mode,Produit_Mode_50,57.25,2,0.29,8.8,Paiement à la livraison,Instagram Ads,14.5,Annulée
CMD104350,2025-11-14,C1523,Douala,Maison,Produit_Maison_29,139.85,1,0.04,5.94,Paiement à la livraison,Email,1.1,Annulée
CMD104351,2025-12-06,C0027,Dakar,Beauté,Produit_Beauté_15,31.63,1,0.11,8.55,Mobile Money,Instagram Ads,12.53,Livrée
CMD104352,2025-12-11,C1647,Brazzaville,Mode,Produit_Mode_23,31.56,3,0.08,07.05,Virement,Influenceur,14.14,Livrée
CMD104353,2025-10-18,C0134,Cotonou,electronique,Produit_Électronique_37,351.91,3,0.16,7.55,Paiement à la livraison,Instagram Ads,9.82,Livrée
CMD104354,2025-09-14,C0389,Dakar,Beauté,Produit_Beauté_47,23.73,2,0.03,3.54,Paiement à la livraison,Google Ads,5.76,Livrée
CMD104355,2025-10-18,C1667,Cotonou,Électronique,Produit_Électronique_14,628.04,2,0.27,2.39,Paiement à la livraison,Instagram Ads,12.71,retournée
CMD104356,2025-08-04,C0982,Dakar,Mode,Produit_Mode_33,22.31,3,-0.1,8.13,Paiement à la livraison,Google Ads,4.59,Livrée
CMD104357,2025-12-17,C0060,Brazzaville,Électronique,Produit_Électronique_24,248.32,2,0.07,3.1,Paiement à la livraison,Influenceur,7.89,Livrée
CMD104358,2025-10-24,C0328,Douala,Mode,Produit_Mode_43,-50.0,2,0.1,5.45,Mobile Money,Influenceur,7.4,Livrée
CMD104359,2025-10-21,C0260,Kinshasa,Électronique,Produit_Électronique_46,426.0,3,0.01,06.01,Mobile Money,Google Ads,3.32,Livrée
CMD104360,2025-07-10,C0045,Kinshasa,Mode,Produit_Mode_46,12.09,1,0.26,02.09,Virement,Google Ads,4.88,Livrée
CMD104361,2025-12-17,C0083,Kinshassa,Maison,Produit_Maison_15,138.21,2,0.15,08.05,Mobile Money,Instagram Ads,9.89,Livrée
CMD104362,2025-08-14,C0192,Kinshasa,Mode,Produit_Mode_5,17.83,1,0.28,4.93,Virement,Email,1.83,Livrée
CMD104363,2025-11-18,C0378,Libreville,electronique,Produit_Mode_38,-50.0,1,0.16,9.63,Mobile Money,Google Ads,7.14,Livrée
CMD104364,2025-10-19,C0049,Cotonou,Maison,Produit_Maison_20,166.45,2,0.03,6.67,Mobile Money,Google Ads,7.43,Livrée
CMD104365,2025-09-13,C1733,Abidjan,Maison,Produit_Maison_25,109.5,2,0.09,7.11,Virement,Google Ads,5.63,Livrée
CMD104366,2025-08-15,C0707,Lomé,Électronique,Produit_Électronique_35,-50.0,3,0.01,8.89,Virement,Email,0.93,Livrée
CMD104367,2025-09-11,C1887,Abidjan,Beauté,Produit_Beauté_48,-50.0,2,0.06,5.37,Virement,Email,1.48,Livrée
CMD104368,2025-12-04,C0032,Kinshasa,Électronique,Produit_Électronique_1,246.84,3,0.1,4.98,Virement,Google Ads,4.83,Livrée
CMD104369,2025-08-11,C0157,Kinshassa,Maison,Produit_Maison_26,99.79,1,0.08,7.19,Carte,Influenceur,07.02,Livrée
CMD104370,2025-11-22,C0330,Brazzaville,Beauté,Produit_Beauté_7,20.48,1,0.06,07.09,Virement,Influenceur,13.24,Livrée
CMD104371,2025-08-28,C0614,Kinshasa,Beauté,Produit_Beauté_25,25.1,3,0.09,7.83,Paiement à la livraison,Google Ads,7.59,Livrée
CMD104372,2025-12-26,C1444,Kinshasa,Beauté,Produit_Beauté_45,20.3,2,0.04,5.47,Mobile Money,Email,1.12,Livrée
CMD104373,2025-11-02,C0589,Abidjan,Électronique,Produit_Électronique_38,274.51,1,0.28,2.78,Mobile Money,Instagram Ads,9.33,retournée
CMD104374,2025-08-02,C0147,Lomé,Électronique,Produit_Électronique_13,-50.0,1,0.04,4.8,Mobile Money,Google Ads,5.57,Livrée
CMD104375,2025-07-08,C0869,Cotonou,Électronique,Produit_Électronique_48,222.67,3,0.0,06.07,Virement,Influenceur,9.36,Livrée
CMD104376,2025-07-08,C0330,Lomé,Beauté,Produit_Beauté_8,15.08,2,0.01,8.66,Mobile Money,Google Ads,4.37,Livrée
CMD104377,2025-11-20,C0851,Kinshassa,Beauté,Produit_Beauté_8,15.63,1,0.02,09.08,Paiement à la livraison,Google Ads,4.37,Livrée
CMD104378,2025-12-01,C0850,Kinshasa,Maison,Produit_Maison_1,62.14,3,-0.1,2.78,Carte,Google Ads,4.11,Livrée
CMD104379,2025-08-05,C1529,Cotonou,Maison,Produit_Maison_18,120.02,3,0.29,7.89,Mobile Money,Instagram Ads,12.3,Livrée
CMD104380,2025-08-14,C1887,Lomé,Beauté,Produit_Beauté_9,15.49,3,0.2,9.7,Mobile Money,Instagram Ads,11.14,Livrée
CMD104381,2025-12-22,C0450,Brazzaville,Maison,Produit_Maison_5,-50.0,2,0.06,6.64,Carte,Instagram Ads,12.17,Livrée
CMD104382,2025-08-23,C1990,Abidjan,Mode,Produit_Mode_27,34.24,3,0.2,4.88,Mobile Money,Influenceur,5.17,Livrée
CMD104383,2025-11-02,C0379,Abidjan,Électronique,Produit_Électronique_29,-50.0,2,-0.1,7.84,Paiement à la livraison,Instagram Ads,13.55,retournée
CMD104384,2025-12-05,C0076,Kinshassa,Beauté,Produit_Beauté_26,35.07,0,0.02,7.37,Virement,Google Ads,5.96,Livrée
CMD104385,2025-07-31,C0013,Abidjan,Électronique,Produit_Électronique_16,366.64,2,0.13,6.8,Mobile Money,Instagram Ads,5.17,Livrée
CMD104386,2025-09-28,C0155,Dakar,Électronique,Produit_Électronique_28,376.96,3,0.21,5.7,Virement,Instagram Ads,14.65,Livrée
CMD104387,2025-09-17,C0192,Dakar,Mode,Produit_Mode_36,50.64,1,-0.1,6.34,Carte,Google Ads,7.69,Livrée
CMD104388,2025-10-07,C0384,Abidjan,Beauté,Produit_Beauté_5,28.37,2,0.05,6.79,Mobile Money,Email,1.93,Livrée
CMD104389,2025-11-23,C0384,Douala,Maison,Produit_Maison_40,65.12,1,0.07,7.21,Paiement à la livraison,Google Ads,7.42,Livrée
CMD104390,2025-12-10,C0298,Lomé,electronique,Produit_Beauté_32,16.7,1,0.07,3.62,Mobile Money,Instagram Ads,5.4,Livrée
CMD104391,2025-12-23,C0134,Kinshasa,Maison,Produit_Maison_39,-50.0,2,0.05,4.86,Virement,Email,1.87,Livrée
CMD104392,2025-07-12,C0280,Kinshasa,Mode,Produit_Mode_48,55.13,2,0.17,5.21,Mobile Money,Email,1.67,Livrée
CMD104393,2025-09-24,C0373,Dakar,Électronique,Produit_Électronique_18,486.13,1,0.02,5.15,Mobile Money,Email,01.04,Livrée
CMD104394,2025-09-12,C0523,Kinshasa,Mode,Produit_Mode_31,29.88,1,0.21,7.65,Paiement à la livraison,Instagram Ads,14.57,Livrée
CMD104395,2025-08-06,C0274,Abidjan,Électronique,Produit_Électronique_20,-50.0,2,-0.1,4.84,Carte,Instagram Ads,5.28,Livrée
CMD104396,2025-10-29,C1959,Kinshasa,Électronique,Produit_Électronique_24,373.34,2,0.25,7.25,Virement,Instagram Ads,5.6,Livrée
CMD104397,2025-09-09,C0378,Kinshasa,Maison,Produit_Maison_44,125.11,2,0.02,9.73,Virement,Google Ads,3.76,Livrée
CMD104398,2025-11-01,C0101,Douala,Maison,Produit_Maison_45,168.79,2,0.11,08.04,Virement,Instagram Ads,8.69,Livrée
CMD104399,2025-11-28,C0264,Douala,electronique,Produit_Mode_5,42.62,1,0.26,8.49,Mobile Money,Influenceur,19.58,Livrée
CMD104400,2025-08-04,C0016,Abidjan,Électronique,Produit_Électronique_19,449.11,1,0.3,6.15,Virement,Instagram Ads,5.36,Livrée
CMD104401,2025-09-01,C0333,Kinshasa,Électronique,Produit_Électronique_33,488.74,2,0.1,09.09,Carte,Google Ads,4.82,Livrée
CMD104402,2025-08-19,C0270,Dakar,Électronique,Produit_Électronique_4,257.49,1,0.06,06.02,Carte,Google Ads,6.86,Livrée
CMD104403,2025-07-26,C1097,Kinshassa,Électronique,Produit_Électronique_6,464.67,0,0.03,8.91,Mobile Money,Email,0.56,Livrée
CMD104404,2025-09-18,C0043,Kinshasa,Mode,Produit_Mode_17,60.48,2,0.24,4.35,Carte,Instagram Ads,7.54,Livrée
